name,cmc,oracle_text,power,toughness,keywords,set,set_name,points
Valley Rotcaller,2,"Menace
Whenever this creature attacks, each opponent loses X life and you gain X life, where X is the number of other Squirrels, Bats, Lizards, and Rats you control.",1,3,['Menace'],blb,Bloomburrow,8
Warren Elder,2,{3}{W}: Creatures you control get +1/+1 until end of turn.,2,2,[],blb,Bloomburrow,6
Thought Shucker,2,Threshold — {1}{U}: Put a +1/+1 counter on this creature and draw a card. Activate only if there are seven or more cards in your graveyard and only once.,1,3,['Threshold'],blb,Bloomburrow,7
Agate-Blade Assassin,2,"Whenever this creature attacks, defending player loses 1 life and you gain 1 life.",1,3,[],blb,Bloomburrow,6
Thundertrap Trainer,2,"Offspring {4} (You may pay an additional {4} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",1,2,['Offspring'],blb,Bloomburrow,8
Brazen Collector,2,"First strike
Whenever this creature attacks, add {R}. Until end of turn, you don't lose this mana as steps and phases end.",2,1,['First strike'],blb,Bloomburrow,6
Keen-Eyed Curator,2,"As long as there are four or more card types among cards exiled with this creature, it gets +4/+4 and has trample.
{1}: Exile target card from a graveyard.",3,3,[],blb,Bloomburrow,8
Thornvault Forager,2,"{T}: Add {G}.
{T}, Forage: Add two mana in any combination of colors. (To forage, exile three cards from your graveyard or sacrifice a Food.)
{3}{G}, {T}: Search your library for a Squirrel card, reveal it, put it into your hand, then shuffle.",2,2,['Forage'],blb,Bloomburrow,10
Vinereap Mentor,2,"When this creature enters or dies, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",3,2,['Food'],blb,Bloomburrow,7
Azure Beastbinder,2,"Vigilance
This creature can't be blocked by creatures with power 2 or greater.
Whenever this creature attacks, up to one target artifact, creature, or planeswalker an opponent controls loses all abilities until your next turn. If it's a creature, it also has base power and toughness 2/2 until your next turn.",1,3,['Vigilance'],blb,Bloomburrow,8
Tender Wildguide,2,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
{T}: Add one mana of any color.
{T}: Put a +1/+1 counter on this creature.",2,2,['Offspring'],blb,Bloomburrow,11
Jolly Gerbils,2,"Whenever you give a gift, draw a card.",2,3,[],blb,Bloomburrow,7
Starscape Cleric,2,"Offspring {2}{B} (You may pay an additional {2}{B} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Flying
This creature can't block.
Whenever you gain life, each opponent loses 1 life.",2,1,"['Flying', 'Offspring']",blb,Bloomburrow,9
Shoreline Looter,2,"This creature can't be blocked.
Threshold — Whenever this creature deals combat damage to a player, draw a card. Then discard a card unless there are seven or more cards in your graveyard.",1,1,['Threshold'],blb,Bloomburrow,5
Emberheart Challenger,2,"Haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, exile the top card of your library. Until end of turn, you may play that card.",2,2,"['Prowess', 'Valiant', 'Haste']",blb,Bloomburrow,9
Dour Port-Mage,2,"Whenever one or more other creatures you control leave the battlefield without dying, draw a card.
{1}{U}, {T}: Return another target creature you control to its owner's hand.",1,3,[],blb,Bloomburrow,7
Essence Channeler,2,"As long as you've lost life this turn, this creature has flying and vigilance.
Whenever you gain life, put a +1/+1 counter on this creature.
When this creature dies, put its counters on target creature you control.",2,1,[],blb,Bloomburrow,7
Bark-Knuckle Boxer,2,"Whenever you expend 4, this creature gains indestructible until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",3,2,[],blb,Bloomburrow,7
Osteomancer Adept,2,"Deathtouch
{T}: Until end of turn, you may cast creature spells from your graveyard by foraging in addition to paying their other costs. If you cast a spell this way, that creature enters with a finality counter on it. (To forage, exile three cards from your graveyard or sacrifice a Food. If a creature with a finality counter on it would die, exile it instead.)",2,2,['Deathtouch'],blb,Bloomburrow,8
Nettle Guard,2,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, it gets +0/+2 until end of turn.
{1}, Sacrifice this creature: Destroy target artifact or enchantment.",3,1,['Valiant'],blb,Bloomburrow,7
Manifold Mouse,2,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
At the beginning of combat on your turn, target Mouse you control gains your choice of double strike or trample until end of turn.",1,2,['Offspring'],blb,Bloomburrow,8
Wandertale Mentor,2,"Whenever you expend 4, put a +1/+1 counter on this creature. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
{T}: Add {R} or {G}.",2,2,[],blb,Bloomburrow,7
Burrowguard Mentor,2,"Trample
Burrowguard Mentor's power and toughness are each equal to the number of creatures you control.",*,*,['Trample'],blb,Bloomburrow,5
Fireglass Mentor,2,"At the beginning of your second main phase, if an opponent lost life this turn, exile the top two cards of your library. Choose one of them. Until end of turn, you may play that card.",2,1,[],blb,Bloomburrow,5
Stormcatch Mentor,2,"Haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Instant and sorcery spells you cast cost {1} less to cast.",1,1,"['Prowess', 'Haste']",blb,Bloomburrow,8
Three Tree Mascot,2,"Changeling (This card is every creature type.)
{1}: Add one mana of any color. Activate only once each turn.",2,1,['Changeling'],blb,Bloomburrow,6
Persistent Marshstalker,2,"This creature gets +1/+0 for each other Rat you control.
Threshold — Whenever you attack with one or more Rats, if there are seven or more cards in your graveyard, you may pay {2}{B}. If you do, return this card from your graveyard to the battlefield tapped and attacking.",3,1,['Threshold'],blb,Bloomburrow,7
Raccoon Rallier,2,{T}: Target creature you control gains haste until end of turn. Activate only as a sorcery.,2,2,[],blb,Bloomburrow,6
"Kitsa, Otterball Elite",2,"Vigilance
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{T}: Draw a card, then discard a card.
{2}, {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy. Activate only if Kitsa's power is 3 or greater.",1,3,"['Prowess', 'Vigilance']",blb,Bloomburrow,9
"Gev, Scaled Scorch",2,"Ward—Pay 2 life.
Other creatures you control enter with an additional +1/+1 counter on them for each opponent who lost life this turn.
Whenever you cast a Lizard spell, Gev deals 1 damage to target opponent.",3,2,['Ward'],blb,Bloomburrow,10
Steampath Charger,2,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature dies, it deals 1 damage to target player.",2,1,['Offspring'],blb,Bloomburrow,8
Bellowing Crier,2,"When this creature enters, draw a card, then discard a card.",2,1,[],blb,Bloomburrow,4
Bonebind Orator,2,"{3}{B}, Exile this card from your graveyard: Return another target creature card from your graveyard to your hand.",2,2,[],blb,Bloomburrow,6
Pond Prophet,2,"When this creature enters, draw a card.",1,1,[],blb,Bloomburrow,4
Flamecache Gecko,2,"When this creature enters, if an opponent lost life this turn, add {B}{R}.
{1}{R}, Discard a card: Draw a card.",2,2,[],blb,Bloomburrow,8
Three Tree Scribe,2,"Whenever this creature or another creature you control leaves the battlefield without dying, put a +1/+1 counter on target creature you control.",2,3,[],blb,Bloomburrow,7
Plumecreed Escort,2,"Flash
Flying
When this creature enters, target creature you control gains hexproof until end of turn.",2,1,"['Flying', 'Flash']",blb,Bloomburrow,7
Brightblade Stoat,2,"First strike, lifelink",2,2,"['Lifelink', 'First strike']",blb,Bloomburrow,6
Coruscation Mage,2,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent.",2,2,['Offspring'],blb,Bloomburrow,10
Valley Questcaller,2,"Whenever one or more other Rabbits, Bats, Birds, and/or Mice you control enter, scry 1.
Other Rabbits, Bats, Birds, and Mice you control get +1/+1.",2,3,['Scry'],blb,Bloomburrow,9
Whiskerquill Scribe,2,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, you may discard a card. If you do, draw a card.",2,2,['Valiant'],blb,Bloomburrow,5
Three Tree Rootweaver,2,{T}: Add one mana of any color.,1,3,[],blb,Bloomburrow,6
Lifecreed Duo,2,"Flying
Whenever another creature you control enters, you gain 1 life.",1,2,['Flying'],blb,Bloomburrow,5
Thieving Otter,3,"Whenever this creature deals damage to an opponent, draw a card.",2,2,[],blb,Bloomburrow,6
Darkstar Augur,3,"Offspring {B} (You may pay an additional {B} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Flying
At the beginning of your upkeep, reveal the top card of your library and put that card into your hand. You lose life equal to its mana value.",2,3,"['Flying', 'Offspring']",blb,Bloomburrow,11
Waterspout Warden,3,"Whenever this creature attacks, if another creature entered the battlefield under your control this turn, this creature gains flying until end of turn.",3,2,[],blb,Bloomburrow,6
"Helga, Skittish Seer",3,"Whenever you cast a creature spell with mana value 4 or greater, you draw a card, gain 1 life, and put a +1/+1 counter on Helga.
{T}: Add X mana of any one color, where X is Helga's power. Spend this mana only to cast creature spells with mana value 4 or greater or creature spells with {X} in their mana costs.",1,3,[],blb,Bloomburrow,9
Stickytongue Sentinel,3,"Reach
When this creature enters, return up to one other target permanent you control to its owner's hand.",3,3,['Reach'],blb,Bloomburrow,8
Plumecreed Mentor,3,"Flying
Whenever this creature or another creature you control with flying enters, put a +1/+1 counter on target creature you control without flying.",2,3,['Flying'],blb,Bloomburrow,8
Thistledown Players,3,"Whenever this creature attacks, untap target nonland permanent.",3,3,[],blb,Bloomburrow,7
Cindering Cutthroat,3,"This creature enters with a +1/+1 counter on it if an opponent lost life this turn.
{1}{B/R}: This creature gains menace until end of turn. (It can't be blocked except by two or more creatures.)",3,2,[],blb,Bloomburrow,8
"Glarb, Calamity's Augur",3,"Deathtouch
You may look at the top card of your library any time.
You may play lands and cast spells with mana value 4 or greater from the top of your library.
{T}: Surveil 2.",2,4,"['Surveil', 'Deathtouch']",blb,Bloomburrow,12
Harnesser of Storms,3,"Whenever you cast a noncreature or Otter spell, you may exile the top card of your library. Until end of turn, you may play that card. This ability triggers only once each turn.",1,4,[],blb,Bloomburrow,7
Kindlespark Duo,3,"{T}: This creature deals 1 damage to target opponent.
Whenever you cast a noncreature spell, untap this creature.",1,3,[],blb,Bloomburrow,7
Valley Flamecaller,3,"If a Lizard, Mouse, Otter, or Raccoon you control would deal damage to a permanent or player, it deals that much damage plus 1 instead.",3,3,[],blb,Bloomburrow,8
Scrapshooter,3,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, when it enters, they draw a card.)
Reach
When this creature enters, if the gift was promised, destroy target artifact or enchantment an opponent controls.",4,4,"['Reach', 'Gift']",blb,Bloomburrow,13
Mindwhisker,3,"At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Threshold — As long as there are seven or more cards in your graveyard, creatures your opponents control get -1/-0.",3,2,"['Surveil', 'Threshold']",blb,Bloomburrow,8
Druid of the Spade,3,"As long as you control a token, this creature gets +2/+0 and has trample.",2,3,[],blb,Bloomburrow,6
Hearthborn Battler,3,"Haste
Whenever a player casts their second spell each turn, this creature deals 2 damage to target opponent.",2,3,['Haste'],blb,Bloomburrow,9
Curious Forager,3,"When this creature enters, you may forage. When you do, return target permanent card from your graveyard to your hand. (To forage, exile three cards from your graveyard or sacrifice a Food.)",3,2,['Forage'],blb,Bloomburrow,7
Clifftop Lookout,3,"Reach
When this creature enters, reveal cards from the top of your library until you reveal a land card. Put that card onto the battlefield tapped and the rest on the bottom of your library in a random order.",1,2,['Reach'],blb,Bloomburrow,6
Moonstone Harbinger,3,"Flying, deathtouch
Whenever you gain or lose life during your turn, Bats you control get +1/+0 and gain deathtouch until end of turn. This ability triggers only once each turn.",1,3,"['Deathtouch', 'Flying']",blb,Bloomburrow,10
Tempest Angler,3,"Whenever you cast a noncreature spell, put a +1/+1 counter on this creature.",2,2,[],blb,Bloomburrow,6
Roughshod Duo,3,"Trample
Whenever you expend 4, target creature you control gets +1/+1 and gains trample until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",3,2,['Trample'],blb,Bloomburrow,8
Long River Lurker,3,"Ward {1}
Other Frogs you control have ward {1}.
When this creature enters, target creature you control can't be blocked this turn. Whenever that creature deals combat damage this turn, you may exile it. If you do, return it to the battlefield under its owner's control.",2,3,['Ward'],blb,Bloomburrow,9
Harvestrite Host,3,"Whenever this creature or another Rabbit you control enters, target creature you control gets +1/+0 until end of turn. Then draw a card if this is the second time this ability has resolved this turn.",3,3,[],blb,Bloomburrow,9
Mouse Trapper,3,"Flash
Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, tap target creature an opponent controls.",3,2,"['Valiant', 'Flash']",blb,Bloomburrow,7
"Zoraline, Cosmos Caller",3,"Flying, vigilance
Whenever a Bat you control attacks, you gain 1 life.
Whenever Zoraline enters or attacks, you may pay {W}{B} and 2 life. When you do, return target nonland permanent card with mana value 3 or less from your graveyard to the battlefield with a finality counter on it.",3,3,"['Flying', 'Vigilance']",blb,Bloomburrow,12
Byway Barterer,3,"Menace
Whenever you expend 4, you may discard your hand. If you do, draw two cards. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",3,3,['Menace'],blb,Bloomburrow,10
Finch Formation,3,"Offspring {3} (You may pay an additional {3} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Flying
When this creature enters, target creature you control gains flying until end of turn.",2,2,"['Flying', 'Offspring']",blb,Bloomburrow,9
Valley Floodcaller,3,"Flash
You may cast noncreature spells as though they had flash.
Whenever you cast a noncreature spell, Birds, Frogs, Otters, and Rats you control get +1/+1 until end of turn. Untap them.",2,2,['Flash'],blb,Bloomburrow,8
"Camellia, the Seedmiser",3,"Menace
Other Squirrels you control have menace.
Whenever you sacrifice one or more Foods, create a 1/1 green Squirrel creature token.
{2}, Forage: Put a +1/+1 counter on each other Squirrel you control. (To forage, exile three cards from your graveyard or sacrifice a Food.)",3,3,"['Forage', 'Menace']",blb,Bloomburrow,15
"Muerra, Trash Tactician",3,"At the beginning of your first main phase, add {R} or {G} for each Raccoon you control.
Whenever you expend 4, you gain 3 life. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
Whenever you expend 8, exile the top two cards of your library. Until the end of your next turn, you may play those cards.",2,4,[],blb,Bloomburrow,10
Starlit Soothsayer,3,"Flying
At the beginning of your end step, if you gained or lost life this turn, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",2,2,"['Flying', 'Surveil']",blb,Bloomburrow,7
"Clement, the Worrywort",3,"Vigilance
Whenever Clement or another creature you control enters, return up to one target creature you control with lesser mana value to its owner's hand.
Frogs you control have ""{T}: Add {G} or {U}. Spend this mana only to cast a creature spell.""",3,3,['Vigilance'],blb,Bloomburrow,12
Jackdaw Savior,3,"Flying
Whenever this creature or another creature you control with flying dies, return another target creature card with lesser mana value from your graveyard to the battlefield.",3,1,['Flying'],blb,Bloomburrow,7
Nightwhorl Hermit,3,"Vigilance
Threshold — As long as there are seven or more cards in your graveyard, this creature gets +1/+0 and can't be blocked.",1,4,"['Vigilance', 'Threshold']",blb,Bloomburrow,7
"Mabel, Heir to Cragflame",3,"Other Mice you control get +1/+1.
When Mabel enters, create Cragflame, a legendary colorless Equipment artifact token with ""Equipped creature gets +1/+1 and has vigilance, trample, and haste"" and equip {2}.",3,3,[],blb,Bloomburrow,10
"Baylen, the Haymaker",3,"Tap two untapped tokens you control: Add one mana of any color.
Tap three untapped tokens you control: Draw a card.
Tap four untapped tokens you control: Put three +1/+1 counters on Baylen. It gains trample until end of turn.",4,3,[],blb,Bloomburrow,14
Seedglaive Mentor,3,"Vigilance, haste
Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, put a +1/+1 counter on it.",3,2,"['Vigilance', 'Valiant', 'Haste']",blb,Bloomburrow,10
Intrepid Rabbit,3,"Offspring {1} (You may pay an additional {1} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, target creature you control gets +1/+1 until end of turn.",3,2,['Offspring'],blb,Bloomburrow,9
Thought-Stalker Warlock,3,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, choose target opponent. If they lost life this turn, they reveal their hand, you choose a nonland card from it, and they discard that card. Otherwise, they discard a card.",2,2,['Menace'],blb,Bloomburrow,7
Shrike Force,3,"Flying, double strike, vigilance",1,3,"['Flying', 'Vigilance', 'Double strike']",blb,Bloomburrow,8
Moonrise Cleric,3,"Flying
Whenever this creature attacks, you gain 1 life.",2,3,['Flying'],blb,Bloomburrow,7
Hazardroot Herbalist,3,"Whenever you attack, target creature you control gets +1/+0 until end of turn. If that creature is a token, it also gains deathtouch until end of turn.",1,4,[],blb,Bloomburrow,7
Corpseberry Cultivator,3,"At the beginning of combat on your turn, you may forage. (Exile three cards from your graveyard or sacrifice a Food.)
Whenever you forage, put a +1/+1 counter on this creature.",2,3,['Forage'],blb,Bloomburrow,8
Barkform Harvester,3,"Changeling (This card is every creature type.)
Reach
{2}: Put target card from your graveyard on the bottom of your library.",2,3,"['Reach', 'Changeling']",blb,Bloomburrow,8
Brambleguard Veteran,3,"Whenever you expend 4, Raccoons you control get +1/+1 and gain vigilance until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",3,4,[],blb,Bloomburrow,9
Honored Dreyleader,3,"Trample
When this creature enters, put a +1/+1 counter on it for each other Squirrel and/or Food you control.
Whenever another Squirrel or Food you control enters, put a +1/+1 counter on this creature.",1,1,['Trample'],blb,Bloomburrow,7
Daggerfang Duo,3,"Deathtouch
When this creature enters, you may mill two cards. (You may put the top two cards of your library into your graveyard.)",3,2,"['Mill', 'Deathtouch']",blb,Bloomburrow,8
Tidecaller Mentor,3,"Menace
Threshold — When this creature enters, if there are seven or more cards in your graveyard, return up to one target nonland permanent to its owner's hand.",3,3,"['Threshold', 'Menace']",blb,Bloomburrow,9
The Infamous Cruelclaw,3,"Menace
Whenever The Infamous Cruelclaw deals combat damage to a player, exile cards from the top of your library until you exile a nonland card. You may cast that card by discarding a card rather than paying its mana cost.",3,3,['Menace'],blb,Bloomburrow,9
Downwind Ambusher,4,"Flash
When this creature enters, choose one —
• Target creature an opponent controls gets -1/-1 until end of turn.
• Destroy target creature an opponent controls that was dealt damage this turn.",4,2,['Flash'],blb,Bloomburrow,12
Stormsplitter,4,"Haste
Whenever you cast an instant or sorcery spell, create a token that's a copy of this creature. Exile that token at the beginning of the next end step.",1,4,['Haste'],blb,Bloomburrow,9
Whiskervale Forerunner,4,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, look at the top five cards of your library. You may reveal a creature card with mana value 3 or less from among them. You may put it onto the battlefield if it's your turn. If you don't put it onto the battlefield, put it into your hand. Put the rest on the bottom of your library in a random order.",3,4,['Valiant'],blb,Bloomburrow,9
Treeguard Duo,4,"When this creature enters, until end of turn, target creature you control gains vigilance and gets +X/+X, where X is the number of creatures you control.",3,4,[],blb,Bloomburrow,8
Sunspine Lynx,4,"Players can't gain life.
Damage can't be prevented.
When this creature enters, it deals damage to each player equal to the number of nonbasic lands that player controls.",5,4,[],blb,Bloomburrow,16
Salvation Swan,4,"Flash
Flying
Whenever this creature or another Bird you control enters, exile up to one target creature you control without flying. Return it to the battlefield under its owner's control with a flying counter on it at the beginning of the next end step.",3,3,"['Flying', 'Flash']",blb,Bloomburrow,9
"Hugs, Grisly Guardian",4,"Trample
When Hugs enters, exile the top X cards of your library. Until the end of your next turn, you may play those cards.
You may play an additional land on each of your turns.",5,5,['Trample'],blb,Bloomburrow,16
Frilled Sparkshooter,4,"Menace, reach
This creature enters with a +1/+1 counter on it if an opponent lost life this turn.",3,3,"['Reach', 'Menace']",blb,Bloomburrow,10
Lightshell Duo,4,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",3,4,"['Surveil', 'Prowess']",blb,Bloomburrow,10
"Eluge, the Shoreless Sea",4,"Eluge's power and toughness are each equal to the number of Islands you control.
Whenever Eluge enters or attacks, put a flood counter on target land. It's an Island in addition to its other types for as long as it has a flood counter on it.
The first instant or sorcery spell you cast each turn costs {U} (or {1}) less to cast for each land you control with a flood counter on it.",*,*,[],blb,Bloomburrow,10
Dreamdew Entrancer,4,"Reach
When this creature enters, tap up to one target creature and put three stun counters on it. If you control that creature, draw two cards.",3,4,['Reach'],blb,Bloomburrow,11
Star Charter,4,"Flying
At the beginning of your end step, if you gained or lost life this turn, look at the top four cards of your library. You may reveal a creature card with power 3 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",3,1,['Flying'],blb,Bloomburrow,7
"Beza, the Bounding Spring",4,"When Beza enters, create a Treasure token if an opponent controls more lands than you. You gain 4 life if an opponent has more life than you. Create two 1/1 blue Fish creature tokens if an opponent controls more creatures than you. Draw a card if an opponent has more cards in hand than you.",4,5,['Treasure'],blb,Bloomburrow,17
Veteran Guardmouse,4,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, it gets +1/+0 and gains first strike until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)",3,4,"['Valiant', 'Scry']",blb,Bloomburrow,9
Thornplate Intimidator,4,"Offspring {3} (You may pay an additional {3} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, target opponent loses 3 life unless they sacrifice a nonland permanent of their choice or discard a card.",4,3,['Offspring'],blb,Bloomburrow,13
Teapot Slinger,4,"Menace
Whenever you expend 4, this creature deals 2 damage to each opponent. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",3,4,['Menace'],blb,Bloomburrow,11
"Wick, the Whorled Mind",4,"Whenever Wick or another Rat you control enters, create a 1/1 black Snail creature token if you don't control a Snail. Otherwise, put a +1/+1 counter on a Snail you control.
{U}{B}{R}, Sacrifice a Snail: Wick deals damage equal to the sacrificed creature's power to each opponent. Then draw cards equal to the sacrificed creature's power.",2,4,[],blb,Bloomburrow,14
Warren Warleader,4,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Whenever you attack, choose one —
• Create a 1/1 white Rabbit creature token that's tapped and attacking.
• Attacking creatures you control get +1/+1 until end of turn.",4,4,['Offspring'],blb,Bloomburrow,16
Mind Drill Assailant,4,"Threshold — As long as there are seven or more cards in your graveyard, this creature gets +3/+0.
{2}{U/B}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",2,5,"['Surveil', 'Threshold']",blb,Bloomburrow,10
Seedpod Squire,4,"Flying
Whenever this creature attacks, target creature you control without flying gets +1/+1 until end of turn.",3,3,['Flying'],blb,Bloomburrow,8
Treetop Sentries,4,"Reach
When this creature enters, you may forage. If you do, draw a card. (To forage, exile three cards from your graveyard or sacrifice a Food.)",2,4,"['Forage', 'Reach']",blb,Bloomburrow,9
Wax-Wane Witness,4,"Flying, vigilance
Whenever you gain or lose life during your turn, this creature gets +1/+0 until end of turn.",2,4,"['Flying', 'Vigilance']",blb,Bloomburrow,9
Alania's Pathmaker,4,"When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.",4,2,[],blb,Bloomburrow,9
"Vren, the Relentless",4,"Ward {2}
If a creature an opponent controls would die, exile it instead.
At the beginning of each end step, create X 1/1 black Rat creature tokens with ""This token gets +1/+1 for each other Rat you control,"" where X is the number of creatures that were exiled under your opponents' control this turn.",3,4,['Ward'],blb,Bloomburrow,12
Lilysplash Mentor,4,"Reach
{1}{G}{U}: Exile another target creature you control, then return it to the battlefield under its owner's control with a +1/+1 counter on it. Activate only as a sorcery.",4,4,['Reach'],blb,Bloomburrow,11
Splash Lasher,4,"Offspring {1}{U} (You may pay an additional {1}{U} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, tap up to one target creature and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",3,3,['Offspring'],blb,Bloomburrow,10
"Bria, Riptide Rogue",4,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Other creatures you control have prowess. (If a creature has multiple instances of prowess, each triggers separately.)
Whenever you cast a noncreature spell, target creature you control can't be blocked this turn.",3,3,['Prowess'],blb,Bloomburrow,10
